customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,total_charges_outlier_flag,tenure_group,total_addon_services,average_charge_per_month,is_new_customer,has_any_streaming,is_fully_automated_payer,avg_charge_per_month
CUST-01121,Female,No,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Mailed check,96.12,679.28,Yes,0,New (0-12m),2,97.03999999999999,0,1,0,97.04
CUST-01122,Male,No,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Credit card,31.4,1075.62,No,0,Established (25-48m),0,31.635882352941174,0,0,0,31.64
CUST-01123,Male,No,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Mailed check,29.84,2026.94,No,0,Loyal (49m+),0,29.80794117647059,0,0,0,29.81
CUST-01124,Male,Yes,No,Yes,20,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Electronic check,68.19,1365.79,No,0,Mid-term (13-24m),2,68.2895,0,0,0,68.29
CUST-01125,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two Year,No,Mailed check,89.61,2052.61,No,0,Mid-term (13-24m),1,89.24391304347827,0,1,0,89.24
CUST-01126,Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Mailed check,91.24,1459.08,Yes,0,Mid-term (13-24m),2,91.1925,0,0,0,91.19
CUST-01127,Female,No,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-To-Month,No,Mailed check,66.78,1125.4,No,0,Mid-term (13-24m),2,66.2,0,0,0,66.2
CUST-01128,Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Bank transfer,87.91,970.43,No,0,New (0-12m),1,88.22090909090909,0,1,0,88.22
CUST-01129,Female,No,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Electronic check,33.72,499.32,Yes,0,Mid-term (13-24m),0,33.288,0,0,0,33.29
CUST-01130,Female,No,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One Year,Yes,Bank transfer,97.31,299.49,No,0,New (0-12m),2,99.83,1,1,0,99.83
CUST-01131,Female,No,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-To-Month,No,Bank transfer,84.66,2796.38,No,0,Established (25-48m),1,84.73878787878789,0,0,0,84.74
CUST-01132,Female,No,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Credit card,82.85,3736.81,Yes,0,Established (25-48m),1,83.04022222222223,0,1,0,83.04
CUST-01133,Female,No,Yes,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Electronic check,98.52,2964.36,No,0,Established (25-48m),4,98.812,0,1,0,98.81
CUST-01134,Male,No,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One Year,No,Credit card,91.64,2192.74,No,0,Mid-term (13-24m),2,91.36416666666666,0,1,0,91.36
CUST-01135,Male,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two Year,Yes,Credit card,96.3,2215.16,No,0,Mid-term (13-24m),3,96.31130434782608,0,1,0,96.31
CUST-01136,Male,No,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Bank transfer,88.59,5663.67,No,0,Loyal (49m+),2,88.49484375,0,1,0,88.49
CUST-01137,Male,Yes,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Bank transfer,68.01,1631.3,No,0,Mid-term (13-24m),2,67.97083333333333,0,0,0,67.97
CUST-01138,Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Mailed check,27.9,752.3,No,0,Established (25-48m),0,27.86296296296296,0,0,0,27.86
CUST-01139,Female,No,No,No,35,Yes,No,DSL,No,No,No,No,No,No,One Year,Yes,Credit card,55.0,1929.71,No,0,Established (25-48m),0,55.13457142857143,0,0,0,55.13
CUST-01140,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank transfer,100.98,514.42,No,0,New (0-12m),3,102.88399999999999,0,1,0,102.88
CUST-01141,Female,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Electronic check,34.12,2220.38,No,0,Loyal (49m+),0,34.15969230769231,0,0,0,34.16
CUST-01142,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-To-Month,No,Mailed check,92.93,6139.7,No,0,Loyal (49m+),2,93.02575757575757,0,1,0,93.03
CUST-01143,M,No,No,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Bank transfer,79.96,5675.23,Yes,0,Loyal (49m+),4,79.93281690140844,0,1,0,79.93
CUST-01144,Male,No,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Electronic check,33.59,1570.19,Yes,0,Established (25-48m),0,33.40829787234043,0,0,0,33.41
CUST-01145,Female,No,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Bank transfer,33.4,2304.89,Yes,0,Loyal (49m+),0,33.40420289855072,0,0,0,33.4
CUST-01146,Female,No,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Electronic check,96.37,6368.5,No,0,Loyal (49m+),2,96.49242424242425,0,1,0,96.49
CUST-01147,Male,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-To-Month,Yes,Mailed check,100.52,4719.25,Yes,0,Established (25-48m),3,100.40957446808511,0,1,0,100.41
CUST-01148,Female,No,Yes,No,64,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One Year,No,Bank transfer,79.08,5056.38,No,0,Loyal (49m+),2,79.0059375,0,1,0,79.01
CUST-01149,Male,No,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Credit card,99.8,4283.5,Yes,0,Established (25-48m),4,99.61627906976744,0,1,0,99.62
CUST-01150,Male,Yes,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One Year,No,Bank transfer,93.62,5814.38,No,0,Loyal (49m+),3,93.78032258064516,0,1,0,93.78
CUST-01151,Male,No,No,No,45,Yes,No,DSL,No,Yes,No,No,No,Yes,One Year,No,Bank transfer,65.31,2937.24,No,0,Established (25-48m),2,65.27199999999999,0,1,0,65.27
CUST-01152,Male,No,No,Yes,18,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit card,76.28,1369.02,No,0,Mid-term (13-24m),3,76.05666666666667,0,1,0,76.06
CUST-01153,Female,No,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Two Year,Yes,Mailed check,64.64,4080.86,No,0,Loyal (49m+),2,64.77555555555556,0,1,0,64.78
CUST-01154,male,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Credit card,74.42,5364.46,Yes,0,Loyal (49m+),3,74.50638888888889,0,1,0,74.51
CUST-01155,Female,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Electronic check,33.76,2370.74,No,0,Loyal (49m+),0,33.867714285714285,0,0,0,33.87
CUST-01156,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One Year,Yes,Credit card,89.12,4375.89,Yes,0,Loyal (49m+),1,89.30387755102042,0,0,0,89.3
CUST-01157,Female,No,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One Year,Yes,Electronic check,89.3,5543.74,Yes,0,Loyal (49m+),1,89.41516129032257,0,0,0,89.42
CUST-01158,Male,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Credit card,29.06,1172.11,No,0,Established (25-48m),0,29.302749999999996,0,0,0,29.3
CUST-01159,Female,No,Yes,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic check,57.95,350.49,Yes,0,New (0-12m),1,58.415,0,1,0,58.42
CUST-01160,Female,Yes,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Electronic check,33.24,260.74,No,0,New (0-12m),0,32.5925,0,0,0,32.59
CUST-01161,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two Year,No,Electronic check,97.48,285.78,Yes,0,New (0-12m),3,95.25999999999999,1,1,0,95.26
CUST-01162,Male,No,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Electronic check,19.8858,929.41,No,0,Established (25-48m),0,19.362708333333334,0,0,0,19.36
CUST-01163,Female,No,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Two Year,No,Mailed check,66.53,329.83,No,0,New (0-12m),1,65.966,0,1,0,65.97
CUST-01164,Female,No,No,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-To-Month,No,Mailed check,66.09,1314.42,No,0,Mid-term (13-24m),2,65.721,0,0,0,65.72
CUST-01165,M,No,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Credit card,90.32,1270.43,No,0,Mid-term (13-24m),2,90.745,0,0,0,90.74
CUST-01166,Female,No,No,No,66,Yes,No,DSL,No,No,No,No,Yes,No,Month-To-Month,No,Mailed check,59.75,3940.5,No,0,Loyal (49m+),1,59.70454545454545,0,1,0,59.7
CUST-01167,Male,No,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic check,90.83,5902.85,No,0,Loyal (49m+),1,90.81307692307693,0,0,0,90.81
CUST-01168,Female,No,Yes,No,55,Yes,No,DSL,No,No,Yes,Yes,No,No,One Year,Yes,Bank transfer,65.42,3600.34,Yes,0,Loyal (49m+),2,65.46072727272727,0,0,0,65.46
CUST-01169,Male,No,No,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic check,101.17,6776.43,No,0,Loyal (49m+),4,101.14074626865673,0,1,0,101.14
CUST-01170,Male,No,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Credit card,102.47,3183.9,No,0,Established (25-48m),3,102.70645161290322,0,1,0,102.71
CUST-01171,Female,No,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-To-Month,No,Mailed check,94.07,6124.2,No,0,Loyal (49m+),3,94.21846153846154,0,1,0,94.22
CUST-01172,Male,No,Yes,No,28,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-To-Month,No,Bank transfer,64.17,1794.47,No,0,Established (25-48m),2,64.08821428571429,0,0,0,64.09
CUST-01173,Male,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Electronic check,35.95,2330.32,Yes,0,Loyal (49m+),0,35.851076923076924,0,0,0,35.85
CUST-01174,Male,No,Yes,Yes,33,Yes,Yes,DSL,No,No,No,No,No,Yes,Two Year,Yes,Electronic check,66.72,2197.32,No,0,Established (25-48m),1,66.58545454545455,0,1,0,66.59
CUST-01175,Male,No,Yes,No,26,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Bank transfer,68.45,1783.18,Yes,0,Established (25-48m),3,68.58384615384615,0,1,0,68.58
CUST-01176,Male,No,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two Year,Yes,Mailed check,101.77,5996.08,No,0,Loyal (49m+),3,101.62847457627119,0,0,0,101.63
CUST-01177,Male,No,No,No,38,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Credit card,81.98,3118.73,Yes,0,Established (25-48m),2,82.07184210526316,0,1,0,82.07
CUST-01178,Female,No,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed check,94.47,4062.76,No,0,Established (25-48m),2,94.48279069767442,0,1,0,94.48
CUST-01179,Male,No,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Credit card,33.83,1174.96,No,0,Established (25-48m),0,33.57028571428572,0,0,0,33.57
CUST-01180,Male,No,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Credit card,34.5,619.21,No,0,Mid-term (13-24m),0,34.400555555555556,0,0,0,34.4
CUST-01181,Female,No,No,No,44,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic check,63.43,2785.53,No,0,Established (25-48m),2,63.307500000000005,0,0,0,63.31
CUST-01182,Female,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One Year,Yes,Credit card,87.8,1748.6,No,0,Mid-term (13-24m),2,87.42999999999999,0,1,0,87.43
CUST-01183,Female,No,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic check,106.22660000000005,2351.6,Yes,0,Mid-term (13-24m),4,106.89090909090909,0,1,0,106.89
CUST-01184,Female,No,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two Year,No,Electronic check,95.35,2474.92,No,0,Established (25-48m),2,95.18923076923078,0,1,0,95.19
CUST-01185,Female,No,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One Year,No,Bank transfer,89.97,6387.75,No,0,Loyal (49m+),2,89.96830985915493,0,1,0,89.97
CUST-01186,Female,No,Yes,No,18,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One Year,No,Mailed check,83.57,1506.5,No,0,Mid-term (13-24m),3,83.69444444444444,0,1,0,83.69
CUST-01187,Female,Yes,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,One Year,Yes,Electronic check,85.26,3412.98,No,0,Established (25-48m),0,85.3245,0,0,0,85.32
CUST-01188,Male,No,No,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One Year,No,Bank transfer,99.51,2485.38,Yes,0,Established (25-48m),3,99.4152,0,0,0,99.42
CUST-01189,Male,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Credit card,30.03,806.2,No,0,Established (25-48m),0,29.85925925925926,0,0,0,29.86
CUST-01190,Female,No,No,Yes,63,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-To-Month,No,Credit card,57.95,3652.15,No,0,Loyal (49m+),3,57.97063492063492,0,1,0,57.97
CUST-01191,Male,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Bank transfer,37.11,2492.26,Yes,0,Loyal (49m+),0,37.197910447761195,0,0,0,37.2
CUST-01192,Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic check,106.22660000000005,5573.9,Yes,0,Loyal (49m+),5,111.478,0,1,0,111.48
CUST-01193,Male,No,No,No,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Credit card,91.21,4288.7,Yes,0,Established (25-48m),2,91.24893617021276,0,1,0,91.25
CUST-01194,Female,No,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit card,105.41,949.27,No,0,New (0-12m),5,105.47444444444444,0,1,0,105.47
CUST-01195,Female,No,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-To-Month,Yes,Mailed check,63.64,4591.4,No,0,Loyal (49m+),1,63.76944444444444,0,0,0,63.77
CUST-01196,Male,No,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Electronic check,33.02,1248.82,No,0,Established (25-48m),0,32.863684210526316,0,0,0,32.86
CUST-01197,Female,Yes,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-To-Month,No,Credit card,74.31,1327.92,Yes,0,Mid-term (13-24m),3,73.77333333333334,0,1,0,73.77
CUST-01198,Male,No,Yes,No,63,Yes,No,DSL,Yes,No,No,No,No,No,Two Year,Yes,Credit card,59.56,3752.13,No,0,Loyal (49m+),1,59.55761904761905,0,0,0,59.56
CUST-01199,M,Yes,Yes,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic check,76.31,1364.74,Yes,0,Mid-term (13-24m),3,75.81888888888889,0,1,0,75.82
CUST-01200,Male,No,No,No,61,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two Year,No,Credit card,68.24,4153.82,No,0,Loyal (49m+),3,68.09540983606557,0,1,0,68.1
CUST-01201,Male,No,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed check,96.58,1149.62,No,0,New (0-12m),2,95.80166666666666,0,1,0,95.8
CUST-01202,F,No,No,No,24,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two Year,Yes,Credit card,69.71,1675.41,No,0,Mid-term (13-24m),2,69.80875,0,1,0,69.81
CUST-01203,Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-To-Month,No,Mailed check,101.5,4164.02,No,0,Established (25-48m),3,101.56146341463416,0,0,0,101.56
CUST-01204,Female,No,No,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed check,84.97,3223.97,No,0,Established (25-48m),1,84.84131578947368,0,0,0,84.84
CUST-01205,Male,Yes,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Electronic check,27.76,804.04,No,0,Established (25-48m),0,27.725517241379308,0,0,0,27.73
CUST-01206,Female,Yes,Yes,Yes,4,No,No phone service,DSL,No,No,No,No,Yes,No,Two Year,No,Credit card,50.54,200.54,No,0,New (0-12m),1,50.135,0,1,0,50.14
CUST-01207,Male,No,No,Yes,17,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two Year,No,Mailed check,79.64,1353.74,No,0,Mid-term (13-24m),4,79.63176470588235,0,1,0,79.63
CUST-01208,Female,No,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit card,74.8,1489.99,No,0,Mid-term (13-24m),3,74.4995,0,0,0,74.5
CUST-01209,Male,No,No,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic check,96.41,4730.34,Yes,0,Loyal (49m+),3,96.53755102040816,0,1,0,96.54
CUST-01210,Male,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,Yes,Bank transfer,83.61,413.81,No,0,New (0-12m),0,82.762,0,0,0,82.76
CUST-01211,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two Year,Yes,Mailed check,97.63,4780.4,No,0,Loyal (49m+),3,97.55918367346938,0,1,0,97.56
CUST-01212,Female,No,No,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One Year,Yes,Electronic check,93.93,6108.46,No,0,Loyal (49m+),3,93.9763076923077,0,1,0,93.98
CUST-01213,Female,No,Yes,Yes,0,Yes,No,DSL,No,No,No,No,No,No,Month-To-Month,No,Electronic check,53.28,0.0,No,0,New (0-12m),0,53.28,1,0,0,53.28
CUST-01214,F,No,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-To-Month,No,Electronic check,74.22,4150.41,No,0,Loyal (49m+),3,74.11446428571428,0,1,0,74.11
CUST-01215,Female,Yes,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Bank transfer,28.54,824.82,No,0,Established (25-48m),0,28.442068965517244,0,0,0,28.44
CUST-01216,Male,No,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,One Year,Yes,Electronic check,62.99,3587.92,Yes,0,Loyal (49m+),2,62.9459649122807,0,0,0,62.95
CUST-01217,Female,No,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Electronic check,31.64,1614.22,No,0,Loyal (49m+),0,31.65137254901961,0,0,0,31.65
CUST-01218,Female,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Electronic check,28.55,1034.5,Yes,0,Established (25-48m),0,28.73611111111111,0,0,0,28.74
CUST-01219,Male,No,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Mailed check,84.32,3967.55,Yes,0,Established (25-48m),1,84.41595744680852,0,1,0,84.42
CUST-01220,Male,No,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Electronic check,19.8858,0.0,No,0,New (0-12m),0,19.8858,1,0,0,19.89
CUST-01221,male,No,No,Yes,18,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two Year,Yes,Mailed check,61.36,1108.73,No,0,Mid-term (13-24m),3,61.596111111111114,0,0,0,61.6
CUST-01222,Female,No,No,Yes,45,Yes,No,DSL,No,No,No,No,No,No,One Year,Yes,Bank transfer,54.82,2459.42,No,0,Established (25-48m),0,54.653777777777776,0,0,0,54.65
CUST-01223,Male,Yes,No,Yes,66,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One Year,No,Mailed check,76.82,5063.96,No,0,Loyal (49m+),3,76.72666666666667,0,1,0,76.73
CUST-01224,Male,No,No,Yes,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two Year,Yes,Mailed check,67.76,65.64,No,0,New (0-12m),2,65.64,1,0,0,65.64
CUST-01225,male,No,Yes,Yes,55,Yes,No,DSL,No,No,No,No,No,No,Month-To-Month,No,Electronic check,53.32,2929.5,Yes,0,Loyal (49m+),0,53.263636363636365,0,0,0,53.26
CUST-01226,Female,Yes,No,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two Year,Yes,Electronic check,93.79,1508.04,No,0,Mid-term (13-24m),3,94.2525,0,1,0,94.25
CUST-01227,Male,No,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two Year,No,Credit card,76.94,1625.68,No,0,Mid-term (13-24m),3,77.41333333333334,0,1,0,77.41
CUST-01228,Female,No,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One Year,Yes,Credit card,89.27,2315.08,No,0,Established (25-48m),1,89.04153846153847,0,0,0,89.04
CUST-01229,Female,No,No,Yes,54,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Mailed check,63.43,3428.37,No,0,Loyal (49m+),4,63.48833333333333,0,1,0,63.49
CUST-01230,Male,No,No,No,31,Yes,Yes,DSL,No,No,No,No,No,No,One Year,Yes,Electronic check,61.51,1908.46,No,0,Established (25-48m),0,61.56322580645161,0,0,0,61.56
CUST-01231,Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two Year,No,Mailed check,94.01,5551.98,No,0,Loyal (49m+),2,94.10135593220338,0,0,0,94.1
CUST-01232,Female,Yes,No,Yes,27,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Credit card,84.25,2278.74,No,0,Established (25-48m),3,84.39777777777778,0,1,0,84.4
CUST-01233,Male,No,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-To-Month,No,Bank transfer,85.77,2311.3,No,0,Established (25-48m),1,85.60370370370372,0,0,0,85.6
CUST-01234,Male,No,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card,19.8858,472.9,No,0,Mid-term (13-24m),0,19.704166666666666,0,0,0,19.7
CUST-01235,Female,No,No,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two Year,No,Electronic check,92.58,2314.08,No,0,Established (25-48m),3,92.5632,0,1,0,92.56
CUST-01236,Female,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Bank transfer,102.45,7180.16,No,0,Loyal (49m+),3,102.57371428571429,0,1,0,102.57
CUST-01237,Male,No,No,No,16,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-To-Month,No,Bank transfer,73.69,1180.25,No,0,Mid-term (13-24m),3,73.765625,0,1,0,73.77
CUST-01238,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Mailed check,83.72,498.14,Yes,0,New (0-12m),1,83.02333333333333,0,1,0,83.02
CUST-01239,Male,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Mailed check,93.17,5132.27,No,0,Loyal (49m+),3,93.31400000000001,0,1,0,93.31
CUST-01240,Male,No,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,No,Two Year,Yes,Mailed check,78.29,4938.8,No,0,Loyal (49m+),0,78.39365079365079,0,0,0,78.39
CUST-01241,Male,Yes,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Credit card,85.01,1624.13,Yes,0,Mid-term (13-24m),1,85.48052631578948,0,0,0,85.48
CUST-01242,Female,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-To-Month,No,Credit card,97.2,3604.27,No,0,Established (25-48m),2,97.4127027027027,0,1,0,97.41
CUST-01243,male,No,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two Year,Yes,Electronic check,85.99,4896.33,No,0,Loyal (49m+),1,85.90052631578948,0,1,0,85.9
CUST-01244,Male,No,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-To-Month,No,Mailed check,70.79,1068.16,No,0,Mid-term (13-24m),2,71.21066666666667,0,1,0,71.21
CUST-01245,Male,No,Yes,No,50,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two Year,No,Credit card,84.31,4217.38,No,0,Loyal (49m+),3,84.3476,0,0,0,84.35
CUST-01246,Female,No,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic check,86.57,2248.89,Yes,0,Established (25-48m),1,86.49576923076923,0,1,0,86.5
CUST-01247,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two Year,No,Mailed check,94.87,4733.65,No,0,Loyal (49m+),2,94.67299999999999,0,1,0,94.67
